Name	Description
3300049641	assembled Ga0499519_000156_56361_58040 methyl-coenzyme M reductase alpha subunit
3300049641	assembled Ga0499519_000310_18964_20616 methyl-coenzyme M reductase alpha subunit
3300049641	assembled Ga0499519_002145_9371_11026 methyl-coenzyme M reductase alpha subunit
3300049641	assembled Ga0499519_003561_2358_4073 methyl-coenzyme M reductase alpha subunit
3300049642	assembled Ga0499520_000166_56361_58040 methyl-coenzyme M reductase alpha subunit
3300049642	assembled Ga0499520_002904_10952_12604 methyl-coenzyme M reductase alpha subunit
3300049642	assembled Ga0499520_008242_2782_4440 methyl-coenzyme M reductase alpha subunit
3300049642	assembled Ga0499520_062322_90_1538 methyl-coenzyme M reductase alpha subunit
3300049643	assembled Ga0499521_000140_9290_10969 methyl-coenzyme M reductase alpha subunit
3300049643	assembled Ga0499521_007612_3820_5472 methyl-coenzyme M reductase alpha subunit
3300049643	assembled Ga0499521_022296_2103_3431 methyl-coenzyme M reductase alpha subunit
3300049643	assembled Ga0499521_025110_3_1703 methyl-coenzyme M reductase alpha subunit
3300049644	assembled Ga0499522_000121_52161_53840 methyl-coenzyme M reductase alpha subunit
3300049644	assembled Ga0499522_001168_11586_13238 methyl-coenzyme M reductase alpha subunit
3300049644	assembled Ga0499522_001638_18773_20338 methyl-coenzyme M reductase alpha subunit
3300049644	assembled Ga0499522_005586_536_1933 methyl-coenzyme M reductase alpha subunit
3300049644	assembled Ga0499522_005753_518_2176 methyl-coenzyme M reductase alpha subunit
3300049645	assembled Ga0499523_000150_52364_54043 methyl-coenzyme M reductase alpha subunit
3300049645	assembled Ga0499523_000557_5997_7649 methyl-coenzyme M reductase alpha subunit
3300049645	assembled Ga0499523_000801_13800_15455 methyl-coenzyme M reductase alpha subunit
3300058959	assembled Ga0499524_000152_56361_58040 methyl-coenzyme M reductase alpha subunit
3300058959	assembled Ga0499524_006419_1095_2747 methyl-coenzyme M reductase alpha subunit
3300058959	assembled Ga0499524_007079_2604_4310 methyl-coenzyme M reductase alpha subunit
3300058959	assembled Ga0499524_007734_3_1250 methyl-coenzyme M reductase alpha subunit
3300058959	assembled Ga0499524_015283_3225_4931 methyl-coenzyme M reductase alpha subunit
3300058959	assembled Ga0499524_020673_1582_3240 methyl-coenzyme M reductase alpha subunit
3300058959	assembled Ga0499524_022920_295_1998 methyl-coenzyme M reductase alpha subunit
3300058959	assembled Ga0499524_032317_1_1539 methyl-coenzyme M reductase alpha subunit
3300049646	assembled Ga0499525_000016_115960_117618 methyl-coenzyme M reductase alpha subunit
3300049646	assembled Ga0499525_000019_35883_37598 methyl-coenzyme M reductase alpha subunit
3300049646	assembled Ga0499525_000735_14909_16561 methyl-coenzyme M reductase alpha subunit
3300049646	assembled Ga0499525_001572_13577_15232 methyl-coenzyme M reductase alpha subunit
3300049646	assembled Ga0499525_029781_1086_2792 methyl-coenzyme M reductase alpha subunit
3300049647	assembled Ga0499526_000002_168125_169783 methyl-coenzyme M reductase alpha subunit
3300049647	assembled Ga0499526_000015_44746_46461 methyl-coenzyme M reductase alpha subunit
3300049647	assembled Ga0499526_000324_26588_28240 methyl-coenzyme M reductase alpha subunit
3300049647	assembled Ga0499526_001736_12_1250 methyl-coenzyme M reductase alpha subunit
3300049647	assembled Ga0499526_011814_2308_4014 methyl-coenzyme M reductase alpha subunit
3300049647	assembled Ga0499526_011866_1_1641 methyl-coenzyme M reductase alpha subunit
3300049647	assembled Ga0499526_022633_2_1330 methyl-coenzyme M reductase alpha subunit
3300049647	assembled Ga0499526_027229_282_1988 methyl-coenzyme M reductase alpha subunit
3300049647	assembled Ga0499526_076868_477_1880 methyl-coenzyme M reductase alpha subunit
3300058954	assembled Ga0499527_000003_220578_222236 methyl-coenzyme M reductase alpha subunit
3300058954	assembled Ga0499527_000017_102063_103778 methyl-coenzyme M reductase alpha subunit
3300058954	assembled Ga0499527_004392_2152_3858 methyl-coenzyme M reductase alpha subunit
3300058954	assembled Ga0499527_033480_688_2394 methyl-coenzyme M reductase alpha subunit
3300058954	assembled Ga0499527_044989_3_1343 methyl-coenzyme M reductase alpha subunit
3300058954	assembled Ga0499527_084660_1_1380 methyl-coenzyme M reductase alpha subunit
3300049702	assembled Ga0499529_000001_220850_222508 methyl-coenzyme M reductase alpha subunit
3300049702	assembled Ga0499529_000012_102063_103778 methyl-coenzyme M reductase alpha subunit
3300049702	assembled Ga0499529_002618_8234_9886 methyl-coenzyme M reductase alpha subunit
3300049702	assembled Ga0499529_006450_4723_6402 methyl-coenzyme M reductase alpha subunit
3300049702	assembled Ga0499529_013436_2276_3982 methyl-coenzyme M reductase alpha subunit
3300049702	assembled Ga0499529_025575_730_2385 methyl-coenzyme M reductase alpha subunit
3300049702	assembled Ga0499529_038048_262_1932 methyl-coenzyme M reductase alpha subunit
3300049702	assembled Ga0499529_045828_1_1254 methyl-coenzyme M reductase alpha subunit
3300049702	assembled Ga0499529_064303_5_1306 methyl-coenzyme M reductase alpha subunit
3300059485	assembled Ga0499530_000004_118527_120185 methyl-coenzyme M reductase alpha subunit
3300059485	assembled Ga0499530_000015_102063_103778 methyl-coenzyme M reductase alpha subunit
3300059485	assembled Ga0499530_000469_7455_9134 methyl-coenzyme M reductase alpha subunit
3300059485	assembled Ga0499530_000983_22405_24111 methyl-coenzyme M reductase alpha subunit
3300059485	assembled Ga0499530_004484_2121_3776 methyl-coenzyme M reductase alpha subunit
3300059485	assembled Ga0499530_012890_3608_5260 methyl-coenzyme M reductase alpha subunit
3300059485	assembled Ga0499530_026866_3_1343 methyl-coenzyme M reductase alpha subunit
3300059485	assembled Ga0499530_041556_457_2163 methyl-coenzyme M reductase alpha subunit
3300057244	assembled Ga0499969_0050172_440_1798 methyl-coenzyme M reductase alpha subunit
3300049854	assembled Ga0499971_009475_18_1406 methyl-coenzyme M reductase alpha subunit
3300049478	assembled Ga0499978_0010328_397_2067 methyl-coenzyme M reductase alpha subunit
3300049484	assembled Ga0499986_010288_150_1748 methyl-coenzyme M reductase alpha subunit
3300049487	assembled Ga0500001_018072_3_1277 methyl-coenzyme M reductase alpha subunit
3300050121	assembled Ga0500010_000136_42405_44057 methyl-coenzyme M reductase alpha subunit
3300050121	assembled Ga0500010_002840_9649_11325 methyl-coenzyme M reductase alpha subunit
3300050121	assembled Ga0500010_005825_669_2345 methyl-coenzyme M reductase alpha subunit
3300050122	assembled Ga0500011_000704_3911_5587 methyl-coenzyme M reductase alpha subunit
3300050123	assembled Ga0500012_000030_3911_5587 methyl-coenzyme M reductase alpha subunit
3300050123	assembled Ga0500012_005793_2036_3592 methyl-coenzyme M reductase alpha subunit
3300050123	assembled Ga0500012_006067_2009_3469 methyl-coenzyme M reductase alpha subunit
3300050124	assembled Ga0500013_000005_3911_5587 methyl-coenzyme M reductase alpha subunit
3300050124	assembled Ga0500013_001086_5925_7601 methyl-coenzyme M reductase alpha subunit
3300050132	assembled Ga0500022_000206_80726_82402 methyl-coenzyme M reductase alpha subunit
3300050132	assembled Ga0500022_033409_275_1927 methyl-coenzyme M reductase alpha subunit
3300050190	assembled Ga0500024_000104_6116_7768 methyl-coenzyme M reductase alpha subunit
3300050190	assembled Ga0500024_003762_2102_3778 methyl-coenzyme M reductase alpha subunit
3300050133	assembled Ga0500025_000243_3911_5587 methyl-coenzyme M reductase alpha subunit
3300050140	assembled Ga0500035_000091_3911_5587 methyl-coenzyme M reductase alpha subunit
3300050140	assembled Ga0500035_028193_1_1302 methyl-coenzyme M reductase alpha subunit
3300050213	assembled Ga0502773_0046231_519_2174 methyl-coenzyme M reductase alpha subunit
3300051375	assembled Ga0503110_0011720_2619_4334 methyl-coenzyme M reductase alpha subunit
3300059434	assembled Ga0503111_000024_9649_11364 methyl-coenzyme M reductase alpha subunit
3300051377	assembled Ga0503116_000247_7782_9497 methyl-coenzyme M reductase alpha subunit
3300059465	assembled Ga0503122_001644_12777_14492 methyl-coenzyme M reductase alpha subunit
3300051380	assembled Ga0503123_000097_39058_40773 methyl-coenzyme M reductase alpha subunit
3300051386	assembled Ga0503146_0001772_5890_7605 methyl-coenzyme M reductase alpha subunit
3300051387	assembled Ga0503147_0011948_1306_3021 methyl-coenzyme M reductase alpha subunit
3300051389	assembled Ga0503152_0065984_22_1737 methyl-coenzyme M reductase alpha subunit
3300051390	assembled Ga0503153_000681_10030_11745 methyl-coenzyme M reductase alpha subunit
3300053039	assembled Ga0503159_0020902_3284_4873 methyl-coenzyme M reductase alpha subunit
3300048652	assembled Ga0504285_0008121_2197_3903 methyl-coenzyme M reductase alpha subunit
3300048652	assembled Ga0504285_0025465_1_1239 methyl-coenzyme M reductase alpha subunit
3300048652	assembled Ga0504285_0028533_852_2519 methyl-coenzyme M reductase alpha subunit
3300048657	assembled Ga0504910_0024726_197_1888 methyl-coenzyme M reductase alpha subunit
3300048657	assembled Ga0504910_0027884_513_2201 methyl-coenzyme M reductase alpha subunit
3300048653	assembled Ga0504912_0020028_616_2307 methyl-coenzyme M reductase alpha subunit
3300048653	assembled Ga0504912_0028890_3_1523 methyl-coenzyme M reductase alpha subunit
3300048654	assembled Ga0504913_0000446_4968_6629 methyl-coenzyme M reductase alpha subunit
3300048654	assembled Ga0504913_0002392_5884_7590 methyl-coenzyme M reductase alpha subunit
3300048655	assembled Ga0504914_0000072_36628_38316 methyl-coenzyme M reductase alpha subunit
3300048655	assembled Ga0504914_0027968_2_1438 methyl-coenzyme M reductase alpha subunit
3300048655	assembled Ga0504914_0039861_520_2211 methyl-coenzyme M reductase alpha subunit
3300048649	assembled Ga0504915_0000556_7238_8944 methyl-coenzyme M reductase alpha subunit
3300048648	assembled Ga0504916_0000534_12390_14096 methyl-coenzyme M reductase alpha subunit
3300048647	assembled Ga0504917_0000332_16826_18532 methyl-coenzyme M reductase alpha subunit
3300048656	assembled Ga0504918_0000060_40890_42560 methyl-coenzyme M reductase alpha subunit
3300048656	assembled Ga0504918_0016100_1903_3165 methyl-coenzyme M reductase alpha subunit
3300048689	assembled Ga0504919_0003004_1577_3238 methyl-coenzyme M reductase alpha subunit
3300048689	assembled Ga0504919_0012423_2_1465 methyl-coenzyme M reductase alpha subunit
3300048782	assembled Ga0505005_0013101_2312_3616 methyl-coenzyme M reductase alpha subunit
3300049616	assembled Ga0506419_0003004_1577_3238 methyl-coenzyme M reductase alpha subunit
3300049616	assembled Ga0506419_0012423_2_1465 methyl-coenzyme M reductase alpha subunit
3300050372	assembled Ga0506668_002705_2967_4643 methyl-coenzyme M reductase alpha subunit
3300050372	assembled Ga0506668_005462_537_2258 methyl-coenzyme M reductase alpha subunit
3300050372	assembled Ga0506668_041076_1_1374 methyl-coenzyme M reductase alpha subunit
3300050373	assembled Ga0506669_010831_310_1989 methyl-coenzyme M reductase alpha subunit
3300050373	assembled Ga0506669_013557_473_2149 methyl-coenzyme M reductase alpha subunit
3300050373	assembled Ga0506669_018224_612_1826 methyl-coenzyme M reductase alpha subunit
3300050375	assembled Ga0506672_005166_1017_2669 methyl-coenzyme M reductase alpha subunit
3300050393	assembled Ga0506673_027663_5_1477 methyl-coenzyme M reductase alpha subunit
3300050392	assembled Ga0506674_004691_5151_6803 methyl-coenzyme M reductase alpha subunit
3300050185	assembled Ga0510122_00080_28602_30317 methyl-coenzyme M reductase alpha subunit
3300050186	assembled Ga0510123_00109_4128_5837 methyl-coenzyme M reductase alpha subunit
3300049934	assembled Ga0526394_0022941_2_1474 methyl-coenzyme M reductase alpha subunit
3300049934	assembled Ga0526394_0184867_506_1861 methyl-coenzyme M reductase alpha subunit
3300051161	assembled Ga0526684_0000419_14217_15923 methyl-coenzyme M reductase alpha subunit
3300051161	assembled Ga0526684_0004465_211_1914 methyl-coenzyme M reductase alpha subunit
3300051161	assembled Ga0526684_0005414_3_1646 methyl-coenzyme M reductase alpha subunit
3300051161	assembled Ga0526684_0017752_889_2577 methyl-coenzyme M reductase alpha subunit
3300051161	assembled Ga0526684_0058753_497_2062 methyl-coenzyme M reductase alpha subunit
3300051161	assembled Ga0526684_0062039_3_1220 methyl-coenzyme M reductase alpha subunit
3300051161	assembled Ga0526684_0077905_1_1389 methyl-coenzyme M reductase alpha subunit
3300051161	assembled Ga0526684_0097389_1_1566 methyl-coenzyme M reductase alpha subunit
3300051161	assembled Ga0526684_0127171_159_1463 methyl-coenzyme M reductase alpha subunit
3300051162	assembled Ga0526685_0006309_5931_7592 methyl-coenzyme M reductase alpha subunit
3300051162	assembled Ga0526685_0007354_439_2127 methyl-coenzyme M reductase alpha subunit
3300051162	assembled Ga0526685_0020352_1652_3340 methyl-coenzyme M reductase alpha subunit
3300051162	assembled Ga0526685_0020748_3708_5372 methyl-coenzyme M reductase alpha subunit
3300051162	assembled Ga0526685_0024151_1325_3013 methyl-coenzyme M reductase alpha subunit
3300051162	assembled Ga0526685_0033678_142_1821 methyl-coenzyme M reductase alpha subunit
3300051162	assembled Ga0526685_0036024_335_1999 methyl-coenzyme M reductase alpha subunit
3300051162	assembled Ga0526685_0037961_2704_3978 methyl-coenzyme M reductase alpha subunit
3300051162	assembled Ga0526685_0059641_3_1655 methyl-coenzyme M reductase alpha subunit
3300051162	assembled Ga0526685_0069683_1668_2885 methyl-coenzyme M reductase alpha subunit
3300051162	assembled Ga0526685_0073817_1154_2800 methyl-coenzyme M reductase alpha subunit
3300051162	assembled Ga0526685_0080607_1099_2673 methyl-coenzyme M reductase alpha subunit
3300051162	assembled Ga0526685_0105248_465_2153 methyl-coenzyme M reductase alpha subunit
3300051162	assembled Ga0526685_0116910_493_2187 methyl-coenzyme M reductase alpha subunit
3300051162	assembled Ga0526685_0126944_33_1871 methyl-coenzyme M reductase alpha subunit
3300051162	assembled Ga0526685_0183029_73_1713 methyl-coenzyme M reductase alpha subunit
3300051162	assembled Ga0526685_0346238_1_1203 methyl-coenzyme M reductase alpha subunit
3300051019	assembled Ga0526686_0003226_9472_11310 methyl-coenzyme M reductase alpha subunit
3300051019	assembled Ga0526686_0010340_3726_5390 methyl-coenzyme M reductase alpha subunit
3300051019	assembled Ga0526686_0016632_4450_6138 methyl-coenzyme M reductase alpha subunit
3300051019	assembled Ga0526686_0019460_2181_3869 methyl-coenzyme M reductase alpha subunit
3300051019	assembled Ga0526686_0020476_4837_6528 methyl-coenzyme M reductase alpha subunit
3300051019	assembled Ga0526686_0020570_4246_5907 methyl-coenzyme M reductase alpha subunit
3300051019	assembled Ga0526686_0023559_3165_4844 methyl-coenzyme M reductase alpha subunit
3300051019	assembled Ga0526686_0029064_2644_4332 methyl-coenzyme M reductase alpha subunit
3300051019	assembled Ga0526686_0029458_2255_3946 methyl-coenzyme M reductase alpha subunit
3300051019	assembled Ga0526686_0053557_1303_3003 methyl-coenzyme M reductase alpha subunit
3300051019	assembled Ga0526686_0061107_2388_3887 methyl-coenzyme M reductase alpha subunit
3300051019	assembled Ga0526686_0065190_2321_3760 methyl-coenzyme M reductase alpha subunit
3300051019	assembled Ga0526686_0071621_901_2589 methyl-coenzyme M reductase alpha subunit
3300051019	assembled Ga0526686_0093931_33_1826 methyl-coenzyme M reductase alpha subunit
3300051019	assembled Ga0526686_0099310_1495_3030 methyl-coenzyme M reductase alpha subunit
3300051019	assembled Ga0526686_0111953_784_2595 methyl-coenzyme M reductase alpha subunit
3300051019	assembled Ga0526686_0146232_340_2019 methyl-coenzyme M reductase alpha subunit
3300051019	assembled Ga0526686_0239746_337_1890 methyl-coenzyme M reductase alpha subunit
3300051019	assembled Ga0526686_0247546_575_1855 methyl-coenzyme M reductase alpha subunit
3300051019	assembled Ga0526686_0247803_455_1855 methyl-coenzyme M reductase alpha subunit
3300051019	assembled Ga0526686_0267206_2_1429 methyl-coenzyme M reductase alpha subunit
3300051019	assembled Ga0526686_0452218_2_1327 methyl-coenzyme M reductase alpha subunit
3300051206	assembled Ga0526687_0013985_2670_4349 methyl-coenzyme M reductase alpha subunit
3300051206	assembled Ga0526687_0019375_2_1384 methyl-coenzyme M reductase alpha subunit
3300051206	assembled Ga0526687_0067131_3_1283 methyl-coenzyme M reductase alpha subunit
3300051206	assembled Ga0526687_0073931_5_1693 methyl-coenzyme M reductase alpha subunit
3300051206	assembled Ga0526687_0105312_406_1923 methyl-coenzyme M reductase alpha subunit
3300051206	assembled Ga0526687_0117232_502_1836 methyl-coenzyme M reductase alpha subunit
3300051207	assembled Ga0526688_0028038_1373_3076 methyl-coenzyme M reductase alpha subunit
3300051207	assembled Ga0526688_0034719_3_1244 methyl-coenzyme M reductase alpha subunit
3300051207	assembled Ga0526688_0043052_1386_2627 methyl-coenzyme M reductase alpha subunit
3300051207	assembled Ga0526688_0049778_3_1550 methyl-coenzyme M reductase alpha subunit
3300051207	assembled Ga0526688_0066924_700_2178 methyl-coenzyme M reductase alpha subunit
3300051207	assembled Ga0526688_0101405_337_1821 methyl-coenzyme M reductase alpha subunit
3300051207	assembled Ga0526688_0143785_233_1561 methyl-coenzyme M reductase alpha subunit
3300051207	assembled Ga0526688_0161660_50_1480 methyl-coenzyme M reductase alpha subunit
3300051207	assembled Ga0526688_0186553_3_1388 methyl-coenzyme M reductase alpha subunit
3300051207	assembled Ga0526688_0247169_2_1219 methyl-coenzyme M reductase alpha subunit
3300051208	assembled Ga0526689_0000547_11712_13430 methyl-coenzyme M reductase alpha subunit
3300051208	assembled Ga0526689_0005725_1006_2709 methyl-coenzyme M reductase alpha subunit
3300051208	assembled Ga0526689_0162917_1_1248 methyl-coenzyme M reductase alpha subunit
3300052722	assembled Ga0526692_0003016_7876_9579 methyl-coenzyme M reductase alpha subunit
3300052722	assembled Ga0526692_0024073_3204_4718 methyl-coenzyme M reductase alpha subunit
3300052722	assembled Ga0526692_0037733_923_2590 methyl-coenzyme M reductase alpha subunit
3300052722	assembled Ga0526692_0043977_648_2336 methyl-coenzyme M reductase alpha subunit
3300052722	assembled Ga0526692_0076939_1061_2695 methyl-coenzyme M reductase alpha subunit
3300052722	assembled Ga0526692_0082471_2_1441 methyl-coenzyme M reductase alpha subunit
3300052722	assembled Ga0526692_0159482_3_1259 methyl-coenzyme M reductase alpha subunit
3300052722	assembled Ga0526692_0176781_294_1796 methyl-coenzyme M reductase alpha subunit
3300052722	assembled Ga0526692_0195982_2_1369 methyl-coenzyme M reductase alpha subunit
3300052722	assembled Ga0526692_0226140_2_1588 methyl-coenzyme M reductase alpha subunit
3300052722	assembled Ga0526692_0242883_1_1524 methyl-coenzyme M reductase alpha subunit
3300052722	assembled Ga0526692_0278140_21_1433 methyl-coenzyme M reductase alpha subunit
3300051653	assembled Ga0527073_0059_111781_113445 methyl-coenzyme M reductase alpha subunit
3300050342	assembled Ga0527077_0361_32161_33828 methyl-coenzyme M reductase alpha subunit
3300050342	assembled Ga0527077_1228_2_1900 methyl-coenzyme M reductase alpha subunit
3300050342	assembled Ga0527077_1228_6324_8135 methyl-coenzyme M reductase alpha subunit
3300050342	assembled Ga0527077_1483_15974_17827 methyl-coenzyme M reductase alpha subunit
3300050342	assembled Ga0527077_1800_4336_6165 methyl-coenzyme M reductase alpha subunit
3300051016	assembled Ga0527615_0021262_301_1965 methyl-coenzyme M reductase alpha subunit
3300051016	assembled Ga0527615_0021739_5289_6773 methyl-coenzyme M reductase alpha subunit
3300051016	assembled Ga0527615_0100060_14_1678 methyl-coenzyme M reductase alpha subunit
3300051016	assembled Ga0527615_0124138_105_1790 methyl-coenzyme M reductase alpha subunit
3300051016	assembled Ga0527615_0146225_1_1635 methyl-coenzyme M reductase alpha subunit
3300051018	assembled Ga0527619_0025397_2469_4133 methyl-coenzyme M reductase alpha subunit
3300051018	assembled Ga0527619_0071850_97_1761 methyl-coenzyme M reductase alpha subunit
3300051018	assembled Ga0527619_0192784_138_1514 methyl-coenzyme M reductase alpha subunit
3300051023	assembled Ga0527627_000509_39806_41521 methyl-coenzyme M reductase alpha subunit
3300051023	assembled Ga0527627_015079_874_2535 methyl-coenzyme M reductase alpha subunit
3300051024	assembled Ga0527628_000354_46770_48485 methyl-coenzyme M reductase alpha subunit
3300051024	assembled Ga0527628_001232_22133_23614 methyl-coenzyme M reductase alpha subunit
3300051024	assembled Ga0527628_023558_361_1671 methyl-coenzyme M reductase alpha subunit
3300051025	assembled Ga0527629_000752_9956_11671 methyl-coenzyme M reductase alpha subunit
3300051026	assembled Ga0527630_000486_41154_42869 methyl-coenzyme M reductase alpha subunit
3300051026	assembled Ga0527630_017116_388_2019 methyl-coenzyme M reductase alpha subunit
3300051026	assembled Ga0527630_020214_2_1408 methyl-coenzyme M reductase alpha subunit
3300051026	assembled Ga0527630_028543_3_1247 methyl-coenzyme M reductase alpha subunit
3300051527	assembled Ga0527631_000514_39065_40780 methyl-coenzyme M reductase alpha subunit
3300051527	assembled Ga0527631_006458_1_1401 methyl-coenzyme M reductase alpha subunit
3300051527	assembled Ga0527631_019920_58_1710 methyl-coenzyme M reductase alpha subunit
3300051027	assembled Ga0527632_000436_48682_50397 methyl-coenzyme M reductase alpha subunit
3300051027	assembled Ga0527632_001123_24098_25519 methyl-coenzyme M reductase alpha subunit
3300051027	assembled Ga0527632_016765_1_1443 methyl-coenzyme M reductase alpha subunit
3300051498	assembled Ga0527633_000410_54966_56618 methyl-coenzyme M reductase alpha subunit
3300051498	assembled Ga0527633_001897_5146_6798 methyl-coenzyme M reductase alpha subunit
3300051498	assembled Ga0527633_002142_3518_5233 methyl-coenzyme M reductase alpha subunit
3300051498	assembled Ga0527633_022108_78_1766 methyl-coenzyme M reductase alpha subunit
3300051499	assembled Ga0527635_002636_2795_4447 methyl-coenzyme M reductase alpha subunit
3300051499	assembled Ga0527635_003657_4961_6613 methyl-coenzyme M reductase alpha subunit
3300051499	assembled Ga0527635_006364_3508_5223 methyl-coenzyme M reductase alpha subunit
3300051028	assembled Ga0527636_000113_37358_39010 methyl-coenzyme M reductase alpha subunit
3300051028	assembled Ga0527636_000303_5092_6744 methyl-coenzyme M reductase alpha subunit
3300051029	assembled Ga0527637_000023_150739_152391 methyl-coenzyme M reductase alpha subunit
3300051029	assembled Ga0527637_000080_68074_69726 methyl-coenzyme M reductase alpha subunit
3300051033	assembled Ga0527641_028618_1_1284 methyl-coenzyme M reductase alpha subunit
3300051034	assembled Ga0527643_000514_10927_12579 methyl-coenzyme M reductase alpha subunit
3300051034	assembled Ga0527643_001001_6081_7733 methyl-coenzyme M reductase alpha subunit
3300051501	assembled Ga0527644_000553_9088_10740 methyl-coenzyme M reductase alpha subunit
3300051501	assembled Ga0527644_000678_25185_26837 methyl-coenzyme M reductase alpha subunit
3300051035	assembled Ga0527645_000100_31237_32898 methyl-coenzyme M reductase alpha subunit
3300051035	assembled Ga0527645_000100_61984_63636 methyl-coenzyme M reductase alpha subunit
3300051035	assembled Ga0527645_007266_2790_4442 methyl-coenzyme M reductase alpha subunit
3300051035	assembled Ga0527645_017298_658_2310 methyl-coenzyme M reductase alpha subunit
3300051036	assembled Ga0527646_000021_157210_158871 methyl-coenzyme M reductase alpha subunit
3300051036	assembled Ga0527646_000021_187957_189609 methyl-coenzyme M reductase alpha subunit
3300051036	assembled Ga0527646_002150_8198_9913 methyl-coenzyme M reductase alpha subunit
3300051036	assembled Ga0527646_016188_3_1238 methyl-coenzyme M reductase alpha subunit
3300051037	assembled Ga0527647_000188_70947_72488 methyl-coenzyme M reductase alpha subunit
3300051037	assembled Ga0527647_000280_29348_31009 methyl-coenzyme M reductase alpha subunit
3300051037	assembled Ga0527647_000903_13223_14938 methyl-coenzyme M reductase alpha subunit
3300051037	assembled Ga0527647_004462_4665_6317 methyl-coenzyme M reductase alpha subunit
3300051037	assembled Ga0527647_006981_3093_4745 methyl-coenzyme M reductase alpha subunit
3300051038	assembled Ga0527648_000691_5442_7094 methyl-coenzyme M reductase alpha subunit
3300051038	assembled Ga0527648_009380_1982_3697 methyl-coenzyme M reductase alpha subunit
3300051038	assembled Ga0527648_032522_2_1357 methyl-coenzyme M reductase alpha subunit
3300051040	assembled Ga0527650_000683_3_1457 methyl-coenzyme M reductase alpha subunit
3300051040	assembled Ga0527650_000712_25872_27524 methyl-coenzyme M reductase alpha subunit
3300051040	assembled Ga0527650_013606_993_2645 methyl-coenzyme M reductase alpha subunit
3300051041	assembled Ga0527651_004135_986_2701 methyl-coenzyme M reductase alpha subunit
3300051041	assembled Ga0527651_008202_1412_3064 methyl-coenzyme M reductase alpha subunit
3300051041	assembled Ga0527651_008958_1780_3432 methyl-coenzyme M reductase alpha subunit
3300051041	assembled Ga0527651_012171_1_1281 methyl-coenzyme M reductase alpha subunit
3300051041	assembled Ga0527651_013872_2_1453 methyl-coenzyme M reductase alpha subunit
3300051042	assembled Ga0527652_004083_3612_5327 methyl-coenzyme M reductase alpha subunit
3300051042	assembled Ga0527652_013863_1226_2617 methyl-coenzyme M reductase alpha subunit
3300051043	assembled Ga0527653_001948_4493_6199 methyl-coenzyme M reductase alpha subunit
3300051043	assembled Ga0527653_006420_622_2337 methyl-coenzyme M reductase alpha subunit
3300051044	assembled Ga0527654_000183_11169_12821 methyl-coenzyme M reductase alpha subunit
3300051044	assembled Ga0527654_000183_42131_43792 methyl-coenzyme M reductase alpha subunit
3300051044	assembled Ga0527654_000571_27027_28742 methyl-coenzyme M reductase alpha subunit
3300051044	assembled Ga0527654_001765_907_2559 methyl-coenzyme M reductase alpha subunit
3300051044	assembled Ga0527654_018884_459_1763 methyl-coenzyme M reductase alpha subunit
3300051502	assembled Ga0527655_001002_23920_25518 methyl-coenzyme M reductase alpha subunit
3300051502	assembled Ga0527655_003100_4913_6628 methyl-coenzyme M reductase alpha subunit
3300051502	assembled Ga0527655_003150_1521_3173 methyl-coenzyme M reductase alpha subunit
3300051502	assembled Ga0527655_004623_1909_3561 methyl-coenzyme M reductase alpha subunit
3300051502	assembled Ga0527655_006965_2970_4622 methyl-coenzyme M reductase alpha subunit
3300051045	assembled Ga0527656_000478_15905_17620 methyl-coenzyme M reductase alpha subunit
3300051045	assembled Ga0527656_001620_3980_5632 methyl-coenzyme M reductase alpha subunit
3300051045	assembled Ga0527656_002967_2183_3835 methyl-coenzyme M reductase alpha subunit
3300051046	assembled Ga0527657_000179_41249_42901 methyl-coenzyme M reductase alpha subunit
3300051046	assembled Ga0527657_000387_3151_4803 methyl-coenzyme M reductase alpha subunit
3300051046	assembled Ga0527657_001563_3374_5089 methyl-coenzyme M reductase alpha subunit
3300051047	assembled Ga0527658_000338_51808_53460 methyl-coenzyme M reductase alpha subunit
3300051047	assembled Ga0527658_000363_2675_4327 methyl-coenzyme M reductase alpha subunit
3300051047	assembled Ga0527658_000606_26746_28461 methyl-coenzyme M reductase alpha subunit
3300051047	assembled Ga0527658_004346_2759_4465 methyl-coenzyme M reductase alpha subunit
3300051503	assembled Ga0527659_001198_7903_9618 methyl-coenzyme M reductase alpha subunit
3300051503	assembled Ga0527659_002397_6119_7771 methyl-coenzyme M reductase alpha subunit
3300051503	assembled Ga0527659_004989_2548_4200 methyl-coenzyme M reductase alpha subunit
3300051048	assembled Ga0527660_000130_68053_69705 methyl-coenzyme M reductase alpha subunit
3300051048	assembled Ga0527660_000218_38045_39697 methyl-coenzyme M reductase alpha subunit
3300051048	assembled Ga0527660_000668_27350_29065 methyl-coenzyme M reductase alpha subunit
3300051049	assembled Ga0527661_000155_53077_54729 methyl-coenzyme M reductase alpha subunit
3300051049	assembled Ga0527661_000274_38042_39694 methyl-coenzyme M reductase alpha subunit
3300051049	assembled Ga0527661_001807_7121_8836 methyl-coenzyme M reductase alpha subunit
3300051504	assembled Ga0527662_000532_18612_20264 methyl-coenzyme M reductase alpha subunit
3300051504	assembled Ga0527662_002014_7950_9602 methyl-coenzyme M reductase alpha subunit
3300051504	assembled Ga0527662_002379_3493_5208 methyl-coenzyme M reductase alpha subunit
3300051505	assembled Ga0527663_026761_77_1744 methyl-coenzyme M reductase alpha subunit
