Gene ID,Locus Tag,Gene Product Name,Genome ID,Genome Name,Batch1,Scaffold ID
3300041859 assembled Ga0452077_1301992_2_1285,null,methyl-coenzyme M reductase alpha subunit,3300041859,"Rumen microbial community from a dairy cow Lincoln, Canterbury, New Zealand - R18_355 MetaG (*) (MER-FS) (assembled)",1,Ga0452077_1301992
3300041859 assembled Ga0452077_0377181_317_1897,null,methyl-coenzyme M reductase alpha subunit,3300041859,"Rumen microbial community from a dairy cow Lincoln, Canterbury, New Zealand - R18_355 MetaG (*) (MER-FS) (assembled)",1,Ga0452077_0377181
3300041860 assembled Ga0452081_0680738_117_1325,null,methyl-coenzyme M reductase alpha subunit,3300041860,"Rumen microbial community from a dairy cow Lincoln, Canterbury, New Zealand - R18_400 MetaG (*) (MER-FS) (assembled)",1,Ga0452081_0680738
3300041861 assembled Ga0452085_1256421_3_1322,null,methyl-coenzyme M reductase alpha subunit,3300041861,"Rumen microbial community from a dairy cow Lincoln, Canterbury, New Zealand - R18_45 MetaG (*) (MER-FS) (assembled)",1,Ga0452085_1256421
3300041882 assembled Ga0452089_2453897_1465_3117,null,methyl-coenzyme M reductase alpha subunit,3300041882,"Rumen microbial community from a dairy cow Lincoln, Canterbury, New Zealand - R18_475 MetaG (*) (MER-FS) (assembled)",1,Ga0452089_2453897
3300041882 assembled Ga0452089_0007374_349_2007,null,methyl-coenzyme M reductase alpha subunit,3300041882,"Rumen microbial community from a dairy cow Lincoln, Canterbury, New Zealand - R18_475 MetaG (*) (MER-FS) (assembled)",1,Ga0452089_0007374
3300041882 assembled Ga0452089_0300064_1230_2906,null,methyl-coenzyme M reductase alpha subunit,3300041882,"Rumen microbial community from a dairy cow Lincoln, Canterbury, New Zealand - R18_475 MetaG (*) (MER-FS) (assembled)",1,Ga0452089_0300064
3300041882 assembled Ga0452089_1795053_2_1297,null,methyl-coenzyme M reductase alpha subunit,3300041882,"Rumen microbial community from a dairy cow Lincoln, Canterbury, New Zealand - R18_475 MetaG (*) (MER-FS) (assembled)",1,Ga0452089_1795053
3300041882 assembled Ga0452089_1187566_3_1511,null,methyl-coenzyme M reductase alpha subunit,3300041882,"Rumen microbial community from a dairy cow Lincoln, Canterbury, New Zealand - R18_475 MetaG (*) (MER-FS) (assembled)",1,Ga0452089_1187566
3300041884 assembled Ga0452093_0531300_328_1740,null,methyl-coenzyme M reductase alpha subunit,3300041884,"Rumen microbial community from a dairy cow Lincoln, Canterbury, New Zealand - R18_489 MetaG (*) (MER-FS) (assembled)",1,Ga0452093_0531300
3300041884 assembled Ga0452093_0879732_100_1644,null,methyl-coenzyme M reductase alpha subunit,3300041884,"Rumen microbial community from a dairy cow Lincoln, Canterbury, New Zealand - R18_489 MetaG (*) (MER-FS) (assembled)",1,Ga0452093_0879732
3300041886 assembled Ga0452095_1002445_342_2000,null,methyl-coenzyme M reductase alpha subunit,3300041886,"Rumen microbial community from a dairy cow Lincoln, Canterbury, New Zealand - R18_490 MetaG (*) (MER-FS) (assembled)",1,Ga0452095_1002445
3300041889 assembled Ga0452099_0007128_1_1545,null,methyl-coenzyme M reductase alpha subunit,3300041889,"Rumen microbial community from a dairy cow Lincoln, Canterbury, New Zealand - R18_495 MetaG (*) (MER-FS) (assembled)",1,Ga0452099_0007128
3300041889 assembled Ga0452099_1863202_1_1584,null,methyl-coenzyme M reductase alpha subunit,3300041889,"Rumen microbial community from a dairy cow Lincoln, Canterbury, New Zealand - R18_495 MetaG (*) (MER-FS) (assembled)",1,Ga0452099_1863202
3300041891 assembled Ga0452101_2652150_110_1492,null,methyl-coenzyme M reductase alpha subunit,3300041891,"Rumen microbial community from a dairy cow Lincoln, Canterbury, New Zealand - R18_50 MetaG (*) (MER-FS) (assembled)",1,Ga0452101_2652150
3300041891 assembled Ga0452101_1224854_1466_2812,null,methyl-coenzyme M reductase alpha subunit,3300041891,"Rumen microbial community from a dairy cow Lincoln, Canterbury, New Zealand - R18_50 MetaG (*) (MER-FS) (assembled)",1,Ga0452101_1224854
3300041891 assembled Ga0452101_1450803_3_1283,null,methyl-coenzyme M reductase alpha subunit,3300041891,"Rumen microbial community from a dairy cow Lincoln, Canterbury, New Zealand - R18_50 MetaG (*) (MER-FS) (assembled)",1,Ga0452101_1450803
3300041892 assembled Ga0452073_0264092_771_2189,null,methyl-coenzyme M reductase alpha subunit,3300041892,"Rumen microbial community from a dairy cow Lincoln, Canterbury, New Zealand - R18_322 MetaG (*) (MER-FS) (assembled)",1,Ga0452073_0264092
3300041892 assembled Ga0452073_1611005_412_1911,null,methyl-coenzyme M reductase alpha subunit,3300041892,"Rumen microbial community from a dairy cow Lincoln, Canterbury, New Zealand - R18_322 MetaG (*) (MER-FS) (assembled)",1,Ga0452073_1611005
3300041893 assembled Ga0452075_0508638_487_2067,null,methyl-coenzyme M reductase alpha subunit,3300041893,"Rumen microbial community from a dairy cow Lincoln, Canterbury, New Zealand - R18_34 MetaG (*) (MER-FS) (assembled)",1,Ga0452075_0508638
3300041895 assembled Ga0452083_0219061_1_1641,null,methyl-coenzyme M reductase alpha subunit,3300041895,"Rumen microbial community from a dairy cow Lincoln, Canterbury, New Zealand - R18_442 MetaG (*) (MER-FS) (assembled)",1,Ga0452083_0219061
3300041896 assembled Ga0452103_0491010_1085_2737,null,methyl-coenzyme M reductase alpha subunit,3300041896,"Rumen microbial community from a dairy cow Lincoln, Canterbury, New Zealand - R18_60 MetaG (*) (MER-FS) (assembled)",1,Ga0452103_0491010
3300041896 assembled Ga0452103_0387307_2_1459,null,methyl-coenzyme M reductase alpha subunit,3300041896,"Rumen microbial community from a dairy cow Lincoln, Canterbury, New Zealand - R18_60 MetaG (*) (MER-FS) (assembled)",1,Ga0452103_0387307
3300041896 assembled Ga0452103_0003078_7_1371,null,methyl-coenzyme M reductase alpha subunit,3300041896,"Rumen microbial community from a dairy cow Lincoln, Canterbury, New Zealand - R18_60 MetaG (*) (MER-FS) (assembled)",1,Ga0452103_0003078
3300041896 assembled Ga0452103_1109012_12_1460,null,methyl-coenzyme M reductase alpha subunit,3300041896,"Rumen microbial community from a dairy cow Lincoln, Canterbury, New Zealand - R18_60 MetaG (*) (MER-FS) (assembled)",1,Ga0452103_1109012
3300041923 assembled Ga0452091_1070323_399_1913,null,methyl-coenzyme M reductase alpha subunit,3300041923,"Rumen microbial community from a dairy cow Lincoln, Canterbury, New Zealand - R18_480 MetaG (*) (MER-FS) (assembled)",1,Ga0452091_1070323
3300041957 assembled Ga0456187_000053_16346_17863,null,methyl-coenzyme M reductase alpha subunit,3300041957,"Diffuse hydrothermal flow volcanic vent microbial communities from Axial Seamount, northeast Pacific ocean - Sample FS903_Marker113_DNA SE_2020 (*) (MER-FS) (assembled)",1,Ga0456187_000053
3300041957 assembled Ga0456187_013469_3_1361,null,methyl-coenzyme M reductase alpha subunit,3300041957,"Diffuse hydrothermal flow volcanic vent microbial communities from Axial Seamount, northeast Pacific ocean - Sample FS903_Marker113_DNA SE_2020 (*) (MER-FS) (assembled)",1,Ga0456187_013469
3300041957 assembled Ga0456187_008410_564_1787,null,methyl-coenzyme M reductase alpha subunit,3300041957,"Diffuse hydrothermal flow volcanic vent microbial communities from Axial Seamount, northeast Pacific ocean - Sample FS903_Marker113_DNA SE_2020 (*) (MER-FS) (assembled)",1,Ga0456187_008410
3300041958 assembled Ga0456191_002448_2481_4139,null,methyl-coenzyme M reductase alpha subunit,3300041958,"Diffuse hydrothermal flow volcanic vent microbial communities from Axial Seamount, northeast Pacific ocean - Sample FS908_Marker33_DNA SE_2020 (*) (MER-FS) (assembled)",1,Ga0456191_002448
3300041958 assembled Ga0456191_000200_2_1519,null,methyl-coenzyme M reductase alpha subunit,3300041958,"Diffuse hydrothermal flow volcanic vent microbial communities from Axial Seamount, northeast Pacific ocean - Sample FS908_Marker33_DNA SE_2020 (*) (MER-FS) (assembled)",1,Ga0456191_000200
3300041958 assembled Ga0456191_002478_3528_5186,null,methyl-coenzyme M reductase alpha subunit,3300041958,"Diffuse hydrothermal flow volcanic vent microbial communities from Axial Seamount, northeast Pacific ocean - Sample FS908_Marker33_DNA SE_2020 (*) (MER-FS) (assembled)",1,Ga0456191_002478
3300041959 assembled Ga0456189_002717_1306_2964,null,methyl-coenzyme M reductase alpha subunit,3300041959,"Diffuse hydrothermal flow volcanic vent microbial communities from Axial Seamount, northeast Pacific ocean - Sample FS906_Marker113_DNA SE_2020 (*) (MER-FS) (assembled)",1,Ga0456189_002717
3300041959 assembled Ga0456189_001578_2915_4573,null,methyl-coenzyme M reductase alpha subunit,3300041959,"Diffuse hydrothermal flow volcanic vent microbial communities from Axial Seamount, northeast Pacific ocean - Sample FS906_Marker113_DNA SE_2020 (*) (MER-FS) (assembled)",1,Ga0456189_001578
3300041959 assembled Ga0456189_027420_34_1236,null,methyl-coenzyme M reductase alpha subunit,3300041959,"Diffuse hydrothermal flow volcanic vent microbial communities from Axial Seamount, northeast Pacific ocean - Sample FS906_Marker113_DNA SE_2020 (*) (MER-FS) (assembled)",1,Ga0456189_027420
3300041959 assembled Ga0456189_002329_3452_5110,null,methyl-coenzyme M reductase alpha subunit,3300041959,"Diffuse hydrothermal flow volcanic vent microbial communities from Axial Seamount, northeast Pacific ocean - Sample FS906_Marker113_DNA SE_2020 (*) (MER-FS) (assembled)",1,Ga0456189_002329
3300041961 assembled Ga0456192_007768_372_2033,null,methyl-coenzyme M reductase alpha subunit,3300041961,"Diffuse hydrothermal flow volcanic vent microbial communities from Axial Seamount, northeast Pacific ocean - Sample FS914_Anemone_DNA SE_2020 (*) (MER-FS) (assembled)",1,Ga0456192_007768
3300041961 assembled Ga0456192_001567_2909_4567,null,methyl-coenzyme M reductase alpha subunit,3300041961,"Diffuse hydrothermal flow volcanic vent microbial communities from Axial Seamount, northeast Pacific ocean - Sample FS914_Anemone_DNA SE_2020 (*) (MER-FS) (assembled)",1,Ga0456192_001567
3300041961 assembled Ga0456192_002458_5510_6709,null,methyl-coenzyme M reductase alpha subunit,3300041961,"Diffuse hydrothermal flow volcanic vent microbial communities from Axial Seamount, northeast Pacific ocean - Sample FS914_Anemone_DNA SE_2020 (*) (MER-FS) (assembled)",1,Ga0456192_002458
3300041961 assembled Ga0456192_016601_1_1383,null,methyl-coenzyme M reductase alpha subunit,3300041961,"Diffuse hydrothermal flow volcanic vent microbial communities from Axial Seamount, northeast Pacific ocean - Sample FS914_Anemone_DNA SE_2020 (*) (MER-FS) (assembled)",1,Ga0456192_016601
3300041961 assembled Ga0456192_032670_39_1706,null,methyl-coenzyme M reductase alpha subunit,3300041961,"Diffuse hydrothermal flow volcanic vent microbial communities from Axial Seamount, northeast Pacific ocean - Sample FS914_Anemone_DNA SE_2020 (*) (MER-FS) (assembled)",1,Ga0456192_032670
3300041961 assembled Ga0456192_028573_241_1887,null,methyl-coenzyme M reductase alpha subunit,3300041961,"Diffuse hydrothermal flow volcanic vent microbial communities from Axial Seamount, northeast Pacific ocean - Sample FS914_Anemone_DNA SE_2020 (*) (MER-FS) (assembled)",1,Ga0456192_028573
3300041961 assembled Ga0456192_016487_238_1899,null,methyl-coenzyme M reductase alpha subunit,3300041961,"Diffuse hydrothermal flow volcanic vent microbial communities from Axial Seamount, northeast Pacific ocean - Sample FS914_Anemone_DNA SE_2020 (*) (MER-FS) (assembled)",1,Ga0456192_016487
3300041962 assembled Ga0456188_001610_2190_3848,null,methyl-coenzyme M reductase alpha subunit,3300041962,"Diffuse hydrothermal flow volcanic vent microbial communities from Axial Seamount, northeast Pacific ocean - Sample FS904_Marker33_DNA SE_2020 (*) (MER-FS) (assembled)",1,Ga0456188_001610
3300041963 assembled Ga0456193_002458_5510_6709,null,methyl-coenzyme M reductase alpha subunit,3300041963,"Diffuse hydrothermal flow volcanic vent microbial communities from Axial Seamount, northeast Pacific ocean - Sample FS915_Marker113_DNA SE_2020 (*) (MER-FS) (assembled)",1,Ga0456193_002458
3300041963 assembled Ga0456193_032670_39_1706,null,methyl-coenzyme M reductase alpha subunit,3300041963,"Diffuse hydrothermal flow volcanic vent microbial communities from Axial Seamount, northeast Pacific ocean - Sample FS915_Marker113_DNA SE_2020 (*) (MER-FS) (assembled)",1,Ga0456193_032670
3300041963 assembled Ga0456193_016601_1_1383,null,methyl-coenzyme M reductase alpha subunit,3300041963,"Diffuse hydrothermal flow volcanic vent microbial communities from Axial Seamount, northeast Pacific ocean - Sample FS915_Marker113_DNA SE_2020 (*) (MER-FS) (assembled)",1,Ga0456193_016601
3300041963 assembled Ga0456193_007768_372_2033,null,methyl-coenzyme M reductase alpha subunit,3300041963,"Diffuse hydrothermal flow volcanic vent microbial communities from Axial Seamount, northeast Pacific ocean - Sample FS915_Marker113_DNA SE_2020 (*) (MER-FS) (assembled)",1,Ga0456193_007768
3300041963 assembled Ga0456193_001567_2909_4567,null,methyl-coenzyme M reductase alpha subunit,3300041963,"Diffuse hydrothermal flow volcanic vent microbial communities from Axial Seamount, northeast Pacific ocean - Sample FS915_Marker113_DNA SE_2020 (*) (MER-FS) (assembled)",1,Ga0456193_001567
3300041963 assembled Ga0456193_016487_238_1899,null,methyl-coenzyme M reductase alpha subunit,3300041963,"Diffuse hydrothermal flow volcanic vent microbial communities from Axial Seamount, northeast Pacific ocean - Sample FS915_Marker113_DNA SE_2020 (*) (MER-FS) (assembled)",1,Ga0456193_016487
3300041963 assembled Ga0456193_028573_241_1887,null,methyl-coenzyme M reductase alpha subunit,3300041963,"Diffuse hydrothermal flow volcanic vent microbial communities from Axial Seamount, northeast Pacific ocean - Sample FS915_Marker113_DNA SE_2020 (*) (MER-FS) (assembled)",1,Ga0456193_028573
3300042086 assembled Ga0466253_008975_92_2146,null,methyl-coenzyme M reductase alpha subunit,3300042086,"Sediment microbial communities from Haima cold seep, South China Sea, China - SY70.4.3_HM2C (*) (MER-FS) (assembled)",1,Ga0466253_008975
3300042086 assembled Ga0466253_041201_3_1655,null,methyl-coenzyme M reductase alpha subunit,3300042086,"Sediment microbial communities from Haima cold seep, South China Sea, China - SY70.4.3_HM2C (*) (MER-FS) (assembled)",1,Ga0466253_041201
3300042086 assembled Ga0466253_087883_37_1764,null,methyl-coenzyme M reductase alpha subunit,3300042086,"Sediment microbial communities from Haima cold seep, South China Sea, China - SY70.4.3_HM2C (*) (MER-FS) (assembled)",1,Ga0466253_087883
3300042087 assembled Ga0466254_065428_7465_9150,null,methyl-coenzyme M reductase alpha subunit,3300042087,"Sediment microbial communities from Haima cold seep, South China Sea, China - SY70.4.8_HM2C (*) (MER-FS) (assembled)",1,Ga0466254_065428
3300042087 assembled Ga0466254_046535_3382_5043,null,methyl-coenzyme M reductase alpha subunit,3300042087,"Sediment microbial communities from Haima cold seep, South China Sea, China - SY70.4.8_HM2C (*) (MER-FS) (assembled)",1,Ga0466254_046535
3300042087 assembled Ga0466254_086272_2119_3774,null,methyl-coenzyme M reductase alpha subunit,3300042087,"Sediment microbial communities from Haima cold seep, South China Sea, China - SY70.4.8_HM2C (*) (MER-FS) (assembled)",1,Ga0466254_086272
3300042089 assembled Ga0466255_069691_1271_3148,null,methyl-coenzyme M reductase alpha subunit,3300042089,"Sediment microbial communities from Haima cold seep, South China Sea, China - SY70.4.11_HM2C (*) (MER-FS) (assembled)",1,Ga0466255_069691
3300042089 assembled Ga0466255_111865_3_1214,null,methyl-coenzyme M reductase alpha subunit,3300042089,"Sediment microbial communities from Haima cold seep, South China Sea, China - SY70.4.11_HM2C (*) (MER-FS) (assembled)",1,Ga0466255_111865
3300042150 assembled Ga0439246_000894_13966_15642,null,methyl-coenzyme M reductase alpha subunit,3300042150,"Peat soil microbial communities from Marcell Experimental Forest, MN, USA - P19_D5 (version 2) (*) (MER-FS) (assembled)",1,Ga0439246_000894
3300042151 assembled Ga0439248_000236_50256_51932,null,methyl-coenzyme M reductase alpha subunit,3300042151,"Peat soil microbial communities from Marcell Experimental Forest, MN, USA - P17_D5 (version 2) (*) (MER-FS) (assembled)",1,Ga0439248_000236
3300042254 assembled Ga0451644_020220_941_2377,null,methyl-coenzyme M reductase alpha subunit,3300042254,"Produce water microbial communities from Denver, Colorado, USA - PW_D10 (*) (MER-FS) (assembled)",1,Ga0451644_020220
3300042257 assembled Ga0451647_004738_7717_9423,null,methyl-coenzyme M reductase alpha subunit,3300042257,"MBR feed microbial communities from membrane bioreactor in Denver, Colorado, USA - FD_D27 (*) (MER-FS) (assembled)",1,Ga0451647_004738
3300042257 assembled Ga0451647_004244_4123_5829,null,methyl-coenzyme M reductase alpha subunit,3300042257,"MBR feed microbial communities from membrane bioreactor in Denver, Colorado, USA - FD_D27 (*) (MER-FS) (assembled)",1,Ga0451647_004244
3300042258 assembled Ga0451648_000103_1561_3279,null,methyl-coenzyme M reductase alpha subunit,3300042258,"Produce water microbial communities from Denver, Colorado, USA - PW_D56 (*) (MER-FS) (assembled)",1,Ga0451648_000103
3300042259 assembled Ga0451649_003732_1561_3279,null,methyl-coenzyme M reductase alpha subunit,3300042259,"MBR feed microbial communities from membrane bioreactor in Denver, Colorado, USA - FD_D56_01 (*) (MER-FS) (assembled)",1,Ga0451649_003732
3300042261 assembled Ga0451520_0138888_59_1723,null,methyl-coenzyme M reductase alpha subunit,3300042261,"Freshwater microbial communities from Lake Yojoa, Honduras - Yojoa_06_2019_Q_hypo (Illumina-amplified) (*) (MER-FS) (assembled)",1,Ga0451520_0138888
3300042261 assembled Ga0451520_0066055_894_2579,null,methyl-coenzyme M reductase alpha subunit,3300042261,"Freshwater microbial communities from Lake Yojoa, Honduras - Yojoa_06_2019_Q_hypo (Illumina-amplified) (*) (MER-FS) (assembled)",1,Ga0451520_0066055
3300042261 assembled Ga0451520_0042375_710_2389,null,methyl-coenzyme M reductase alpha subunit,3300042261,"Freshwater microbial communities from Lake Yojoa, Honduras - Yojoa_06_2019_Q_hypo (Illumina-amplified) (*) (MER-FS) (assembled)",1,Ga0451520_0042375
3300042261 assembled Ga0451520_0090532_47_1699,null,methyl-coenzyme M reductase alpha subunit,3300042261,"Freshwater microbial communities from Lake Yojoa, Honduras - Yojoa_06_2019_Q_hypo (Illumina-amplified) (*) (MER-FS) (assembled)",1,Ga0451520_0090532
3300042261 assembled Ga0451520_0004869_9554_11233,null,methyl-coenzyme M reductase alpha subunit,3300042261,"Freshwater microbial communities from Lake Yojoa, Honduras - Yojoa_06_2019_Q_hypo (Illumina-amplified) (*) (MER-FS) (assembled)",1,Ga0451520_0004869
3300042261 assembled Ga0451520_0001205_10585_12249,null,methyl-coenzyme M reductase alpha subunit,3300042261,"Freshwater microbial communities from Lake Yojoa, Honduras - Yojoa_06_2019_Q_hypo (Illumina-amplified) (*) (MER-FS) (assembled)",1,Ga0451520_0001205
3300042261 assembled Ga0451520_0155327_234_1718,null,methyl-coenzyme M reductase alpha subunit,3300042261,"Freshwater microbial communities from Lake Yojoa, Honduras - Yojoa_06_2019_Q_hypo (Illumina-amplified) (*) (MER-FS) (assembled)",1,Ga0451520_0155327
3300042261 assembled Ga0451520_0001737_21260_22948,null,methyl-coenzyme M reductase alpha subunit,3300042261,"Freshwater microbial communities from Lake Yojoa, Honduras - Yojoa_06_2019_Q_hypo (Illumina-amplified) (*) (MER-FS) (assembled)",1,Ga0451520_0001737
3300042267 assembled Ga0451650_002690_8582_10300,null,methyl-coenzyme M reductase alpha subunit,3300042267,"MBR feed microbial communities from membrane bioreactor in Denver, Colorado, USA - FD_D56_02 (*) (MER-FS) (assembled)",1,Ga0451650_002690
3300042268 assembled Ga0451651_001572_10328_12034,null,methyl-coenzyme M reductase alpha subunit,3300042268,"MBR feed microbial communities from membrane bioreactor in Denver, Colorado, USA - FD_D118 (*) (MER-FS) (assembled)",1,Ga0451651_001572
3300042268 assembled Ga0451651_013907_1561_3279,null,methyl-coenzyme M reductase alpha subunit,3300042268,"MBR feed microbial communities from membrane bioreactor in Denver, Colorado, USA - FD_D118 (*) (MER-FS) (assembled)",1,Ga0451651_013907
3300042269 assembled Ga0451652_013965_605_2284,null,methyl-coenzyme M reductase alpha subunit,3300042269,"MBR feed microbial communities from membrane bioreactor in Denver, Colorado, USA - FD_D140 (*) (MER-FS) (assembled)",1,Ga0451652_013965
3300042269 assembled Ga0451652_012337_383_2089,null,methyl-coenzyme M reductase alpha subunit,3300042269,"MBR feed microbial communities from membrane bioreactor in Denver, Colorado, USA - FD_D140 (*) (MER-FS) (assembled)",1,Ga0451652_012337
3300042270 assembled Ga0451653_000874_1_1404,null,methyl-coenzyme M reductase alpha subunit,3300042270,"MBR feed microbial communities from membrane bioreactor in Denver, Colorado, USA - FD_D168 (*) (MER-FS) (assembled)",1,Ga0451653_000874
3300042270 assembled Ga0451653_000944_46179_47897,null,methyl-coenzyme M reductase alpha subunit,3300042270,"MBR feed microbial communities from membrane bioreactor in Denver, Colorado, USA - FD_D168 (*) (MER-FS) (assembled)",1,Ga0451653_000944
3300042270 assembled Ga0451653_004657_9730_11409,null,methyl-coenzyme M reductase alpha subunit,3300042270,"MBR feed microbial communities from membrane bioreactor in Denver, Colorado, USA - FD_D168 (*) (MER-FS) (assembled)",1,Ga0451653_004657
3300042270 assembled Ga0451653_001336_140_1867,null,methyl-coenzyme M reductase alpha subunit,3300042270,"MBR feed microbial communities from membrane bioreactor in Denver, Colorado, USA - FD_D168 (*) (MER-FS) (assembled)",1,Ga0451653_001336
3300042270 assembled Ga0451653_009311_743_2398,null,methyl-coenzyme M reductase alpha subunit,3300042270,"MBR feed microbial communities from membrane bioreactor in Denver, Colorado, USA - FD_D168 (*) (MER-FS) (assembled)",1,Ga0451653_009311
3300042270 assembled Ga0451653_016723_324_1976,null,methyl-coenzyme M reductase alpha subunit,3300042270,"MBR feed microbial communities from membrane bioreactor in Denver, Colorado, USA - FD_D168 (*) (MER-FS) (assembled)",1,Ga0451653_016723
3300042271 assembled Ga0451654_021345_1958_3523,null,methyl-coenzyme M reductase alpha subunit,3300042271,"MBR feed microbial communities from membrane bioreactor in Denver, Colorado, USA - FD_D174 (*) (MER-FS) (assembled)",1,Ga0451654_021345
3300042271 assembled Ga0451654_025883_1430_2995,null,methyl-coenzyme M reductase alpha subunit,3300042271,"MBR feed microbial communities from membrane bioreactor in Denver, Colorado, USA - FD_D174 (*) (MER-FS) (assembled)",1,Ga0451654_025883
3300042271 assembled Ga0451654_001739_2870_4549,null,methyl-coenzyme M reductase alpha subunit,3300042271,"MBR feed microbial communities from membrane bioreactor in Denver, Colorado, USA - FD_D174 (*) (MER-FS) (assembled)",1,Ga0451654_001739
3300042271 assembled Ga0451654_033745_886_2445,null,methyl-coenzyme M reductase alpha subunit,3300042271,"MBR feed microbial communities from membrane bioreactor in Denver, Colorado, USA - FD_D174 (*) (MER-FS) (assembled)",1,Ga0451654_033745
3300042272 assembled Ga0451655_026137_1430_2995,null,methyl-coenzyme M reductase alpha subunit,3300042272,"MBR feed microbial communities from membrane bioreactor in Denver, Colorado, USA - FD_D185_1 (*) (MER-FS) (assembled)",1,Ga0451655_026137
3300042272 assembled Ga0451655_021363_1958_3523,null,methyl-coenzyme M reductase alpha subunit,3300042272,"MBR feed microbial communities from membrane bioreactor in Denver, Colorado, USA - FD_D185_1 (*) (MER-FS) (assembled)",1,Ga0451655_021363
3300042272 assembled Ga0451655_006360_2158_3837,null,methyl-coenzyme M reductase alpha subunit,3300042272,"MBR feed microbial communities from membrane bioreactor in Denver, Colorado, USA - FD_D185_1 (*) (MER-FS) (assembled)",1,Ga0451655_006360
3300042273 assembled Ga0451656_009646_2899_4578,null,methyl-coenzyme M reductase alpha subunit,3300042273,"MBR feed microbial communities from membrane bioreactor in Denver, Colorado, USA - FD_D185_2 (*) (MER-FS) (assembled)",1,Ga0451656_009646
3300042273 assembled Ga0451656_032674_51_1616,null,methyl-coenzyme M reductase alpha subunit,3300042273,"MBR feed microbial communities from membrane bioreactor in Denver, Colorado, USA - FD_D185_2 (*) (MER-FS) (assembled)",1,Ga0451656_032674
3300042273 assembled Ga0451656_010369_5108_6814,null,methyl-coenzyme M reductase alpha subunit,3300042273,"MBR feed microbial communities from membrane bioreactor in Denver, Colorado, USA - FD_D185_2 (*) (MER-FS) (assembled)",1,Ga0451656_010369
3300042273 assembled Ga0451656_001166_36425_38152,null,methyl-coenzyme M reductase alpha subunit,3300042273,"MBR feed microbial communities from membrane bioreactor in Denver, Colorado, USA - FD_D185_2 (*) (MER-FS) (assembled)",1,Ga0451656_001166
3300042273 assembled Ga0451656_055380_169_1824,null,methyl-coenzyme M reductase alpha subunit,3300042273,"MBR feed microbial communities from membrane bioreactor in Denver, Colorado, USA - FD_D185_2 (*) (MER-FS) (assembled)",1,Ga0451656_055380
3300042274 assembled Ga0451657_009405_2322_4001,null,methyl-coenzyme M reductase alpha subunit,3300042274,"MBR feed microbial communities from membrane bioreactor in Denver, Colorado, USA - FD_D194 (*) (MER-FS) (assembled)",1,Ga0451657_009405
3300042274 assembled Ga0451657_006852_3653_5359,null,methyl-coenzyme M reductase alpha subunit,3300042274,"MBR feed microbial communities from membrane bioreactor in Denver, Colorado, USA - FD_D194 (*) (MER-FS) (assembled)",1,Ga0451657_006852
3300042274 assembled Ga0451657_002863_14648_16366,null,methyl-coenzyme M reductase alpha subunit,3300042274,"MBR feed microbial communities from membrane bioreactor in Denver, Colorado, USA - FD_D194 (*) (MER-FS) (assembled)",1,Ga0451657_002863
3300042274 assembled Ga0451657_039960_455_2047,null,methyl-coenzyme M reductase alpha subunit,3300042274,"MBR feed microbial communities from membrane bioreactor in Denver, Colorado, USA - FD_D194 (*) (MER-FS) (assembled)",1,Ga0451657_039960
3300042274 assembled Ga0451657_000667_36656_38383,null,methyl-coenzyme M reductase alpha subunit,3300042274,"MBR feed microbial communities from membrane bioreactor in Denver, Colorado, USA - FD_D194 (*) (MER-FS) (assembled)",1,Ga0451657_000667
3300042275 assembled Ga0451658_002502_15293_16972,null,methyl-coenzyme M reductase alpha subunit,3300042275,"MBR feed microbial communities from membrane bioreactor in Denver, Colorado, USA - FD_D206_1 (*) (MER-FS) (assembled)",1,Ga0451658_002502
3300042275 assembled Ga0451658_032086_144_1796,null,methyl-coenzyme M reductase alpha subunit,3300042275,"MBR feed microbial communities from membrane bioreactor in Denver, Colorado, USA - FD_D206_1 (*) (MER-FS) (assembled)",1,Ga0451658_032086
3300042275 assembled Ga0451658_052984_745_2121,null,methyl-coenzyme M reductase alpha subunit,3300042275,"MBR feed microbial communities from membrane bioreactor in Denver, Colorado, USA - FD_D206_1 (*) (MER-FS) (assembled)",1,Ga0451658_052984
3300042276 assembled Ga0451659_092414_16_1317,null,methyl-coenzyme M reductase alpha subunit,3300042276,"MBR feed microbial communities from membrane bioreactor in Denver, Colorado, USA - FD_D206_2 (*) (MER-FS) (assembled)",1,Ga0451659_092414
3300042276 assembled Ga0451659_063989_12_1538,null,methyl-coenzyme M reductase alpha subunit,3300042276,"MBR feed microbial communities from membrane bioreactor in Denver, Colorado, USA - FD_D206_2 (*) (MER-FS) (assembled)",1,Ga0451659_063989
3300042276 assembled Ga0451659_007354_4674_6353,null,methyl-coenzyme M reductase alpha subunit,3300042276,"MBR feed microbial communities from membrane bioreactor in Denver, Colorado, USA - FD_D206_2 (*) (MER-FS) (assembled)",1,Ga0451659_007354
3300042276 assembled Ga0451659_095855_2_1276,null,methyl-coenzyme M reductase alpha subunit,3300042276,"MBR feed microbial communities from membrane bioreactor in Denver, Colorado, USA - FD_D206_2 (*) (MER-FS) (assembled)",1,Ga0451659_095855
3300042277 assembled Ga0451660_002936_3364_5166,null,methyl-coenzyme M reductase alpha subunit,3300042277,"MBR feed microbial communities from membrane bioreactor in Denver, Colorado, USA - FD_D222 (*) (MER-FS) (assembled)",1,Ga0451660_002936
