,,NCBI Domain,Sequencing Status,Study Name,Genome Name / Sample Name,Sequencing Center,IMG Genome ID,NCBI Phylum,NCBI Class,NCBI Order,NCBI Family,NCBI Genus,NCBI Species,GTDB Domain,GTDB Phylum,GTDB Class,GTDB Order,GTDB Family,GTDB Genus,GTDB Species,Sequencing Depth,Sequencing Method,Sequencing Quality,Sequencing Status,Sequencing Strategy,Ecosystem,Ecosystem Category,Ecosystem Subtype,Ecosystem Type,Specific Ecosystem,Habitat,Nitrate Concentration,Oxygen Concentration,pH,Salinity,Genome Size  * assembled,Gene Count  * assembled
2376,,*Microbiome,Finished,"Euxinic sediment microbial communities from Lake Cadagno, Ticino, Switzerland","Euxinic sediment microbial communities from Lake Cadagno, Ticino, Switzerland -SOL_1_150",Functional Genomics Center Zurich,3300048654,Environmental,Aquatic,Freshwater,Lake,Sediment,"Euxinic sediment microbial communities from Lake Cadagno, Ticino, Switzerland",,,,,,,,,Illumina NovaSeq,Level 6: Finished,Complete,Metagenome,Environmental,Aquatic,Lake,Freshwater,Sediment,Euxinic sediment,,,,,2231803901,6863441
2377,,*Microbiome,Finished,"Euxinic sediment microbial communities from Lake Cadagno, Ticino, Switzerland","Euxinic sediment microbial communities from Lake Cadagno, Ticino, Switzerland -S0L_1_270",Functional Genomics Center Zurich,3300048655,Environmental,Aquatic,Freshwater,Lake,Sediment,"Euxinic sediment microbial communities from Lake Cadagno, Ticino, Switzerland",,,,,,,,,Illumina NovaSeq,Level 6: Finished,Complete,Metagenome,Environmental,Aquatic,Lake,Freshwater,Sediment,Euxinic Sediment,,,,,1572229196,4736832
2378,,*Microbiome,Finished,"Euxinic sediment microbial communities from Lake Cadagno, Ticino, Switzerland","Euxinic sediment microbial communities from Lake Cadagno, Ticino, Switzerland -SOL_3_30",Functional Genomics Center Zurich,3300048656,Environmental,Aquatic,Freshwater,Lake,Sediment,"Euxinic sediment microbial communities from Lake Cadagno, Ticino, Switzerland",,,,,,,,,Illumina NovaSeq,Level 6: Finished,Complete,Metagenome,Environmental,Aquatic,Lake,Freshwater,Sediment,Euxinic Sediment,,,,,1089960048,3114732
2379,,*Microbiome,Finished,"Euxinic sediment microbial communities from Lake Cadagno, Ticino, Switzerland","Euxinic sediment microbial communities from Lake Cadagno, Ticino, Switzerland - SOL_1_50",Functional Genomics Center Zurich,3300048657,Environmental,Aquatic,Freshwater,Lake,Sediment,"Euxinic sediment microbial communities from Lake Cadagno, Ticino, Switzerland",,,,,,,,,Illumina NovaSeq,Level 6: Finished,Complete,Metagenome,Environmental,Aquatic,Lake,Freshwater,Sediment,Euxinic Sediment,,,,,1571280632,4830368
2380,,*Microbiome,Finished,"Euxinic sediment microbial communities from Lake Cadagno, Ticino, Switzerland","Euxinic sediment microbial communities from Lake Cadagno, Ticino, Switzerland -SOL_3_70",Functional Genomics Center Zurich,3300048689,Environmental,Aquatic,Freshwater,Lake,Sediment,"Euxinic sediment microbial communities from Lake Cadagno, Ticino, Switzerland",,,,,,,,,Illumina NovaSeq,Level 6: Finished,Complete,Metagenome,Environmental,Aquatic,Lake,Freshwater,Sediment,Euxinic sediment,,,,,789551339,2291334
2381,,*Microbiome,Permanent Draft,"Peatland microbial communities from Stordalen Mire, Sweden","Peatland microbial communities from Stordalen Mire, Sweden - 712 E-1-S",DOE Joint Genome Institute  (JGI),3300048760,Environmental,Terrestrial,Soil,Peat,Mire,"Peatland microbial communities from Stordalen Mire, Sweden",,,,,,,,,Illumina NovaSeq S4,Level 1: Standard Draft,Complete,Metagenome,Environmental,Terrestrial,Peat,Soil,Mire,soil,,,,,332676536,536262
2382,,*Microbiome,Permanent Draft,"Peatland microbial communities from Stordalen Mire, Sweden","Peat soil microbial communities from Stordalen Mire, Sweden - 718 P1 50-54",DOE Joint Genome Institute  (JGI),3300048762,Environmental,Terrestrial,Soil,Peat,Mire,"Peatland microbial communities from Stordalen Mire, Sweden",,,,,,,,,Illumina NovaSeq S4,Level 1: Standard Draft,Complete,Metagenome,Environmental,Terrestrial,Peat,Soil,Mire,Peat soil,,,,,360210712,498065
2383,,*Microbiome,Permanent Draft,"Peatland microbial communities from Stordalen Mire, Sweden","Peat soil microbial communities from Stordalen Mire, Sweden - 718 E1 1-5",DOE Joint Genome Institute  (JGI),3300048766,Environmental,Terrestrial,Soil,Peat,Mire,"Peatland microbial communities from Stordalen Mire, Sweden",,,,,,,,,Illumina NovaSeq S4,Level 1: Standard Draft,Complete,Metagenome,Environmental,Terrestrial,Peat,Soil,Mire,Peat soil,,,,,293012959,509999
2384,,*Microbiome,Permanent Draft,"Peatland microbial communities from Stordalen Mire, Sweden","Peat soil microbial communities from Stordalen Mire, Sweden - 718 E1 30-34",DOE Joint Genome Institute  (JGI),3300048767,Environmental,Terrestrial,Soil,Peat,Mire,"Peatland microbial communities from Stordalen Mire, Sweden",,,,,,,,,Illumina NovaSeq S4,Level 1: Standard Draft,Complete,Metagenome,Environmental,Terrestrial,Peat,Soil,Mire,Peat soil,,,,,276380853,440670
2385,,*Microbiome,Permanent Draft,"Peatland microbial communities from Stordalen Mire, Sweden","Peat soil microbial communities from Stordalen Mire, Sweden - 718 E2 30-34",DOE Joint Genome Institute  (JGI),3300048768,Environmental,Terrestrial,Soil,Peat,Mire,"Peatland microbial communities from Stordalen Mire, Sweden",,,,,,,,,Illumina NovaSeq S4,Level 1: Standard Draft,Complete,Metagenome,Environmental,Terrestrial,Peat,Soil,Mire,Peat soil,,,,,434865162,669478
2386,,*Microbiome,Permanent Draft,"Peatland microbial communities from Stordalen Mire, Sweden","Peat soil microbial communities from Stordalen Mire, Sweden - 718 E3 20-24",DOE Joint Genome Institute  (JGI),3300048769,Environmental,Terrestrial,Soil,Peat,Mire,"Peatland microbial communities from Stordalen Mire, Sweden",,,,,,,,,Illumina NovaSeq S4,Level 1: Standard Draft,Complete,Metagenome,Environmental,Terrestrial,Peat,Soil,Mire,Peat soil,,,,,563889038,853884
2387,,*Microbiome,Permanent Draft,"Peatland microbial communities from Stordalen Mire, Sweden","Peat soil microbial communities from Stordalen Mire, Sweden - 718 S1 20-24",DOE Joint Genome Institute  (JGI),3300048771,Environmental,Terrestrial,Soil,Peat,Mire,"Peatland microbial communities from Stordalen Mire, Sweden",,,,,,,,,Illumina NovaSeq S4,Level 1: Standard Draft,Complete,Metagenome,Environmental,Terrestrial,Peat,Soil,Mire,Peat soil,,,,,440595117,607676
2388,,*Microbiome,Permanent Draft,"Peatland microbial communities from Stordalen Mire, Sweden","Peat soil microbial communities from Stordalen Mire, Sweden - 718 S1 40-44",DOE Joint Genome Institute  (JGI),3300048772,Environmental,Terrestrial,Soil,Peat,Mire,"Peatland microbial communities from Stordalen Mire, Sweden",,,,,,,,,Illumina NovaSeq S4,Level 1: Standard Draft,Complete,Metagenome,Environmental,Terrestrial,Peat,Soil,Mire,Peat soil,,,,,297775055,387571
2389,,*Microbiome,Permanent Draft,"Peatland microbial communities from Stordalen Mire, Sweden","Peat soil microbial communities from Stordalen Mire, Sweden - 718 S2 10-14",DOE Joint Genome Institute  (JGI),3300048774,Environmental,Terrestrial,Soil,Peat,Mire,"Peatland microbial communities from Stordalen Mire, Sweden",,,,,,,,,Illumina NovaSeq S4,Level 1: Standard Draft,Complete,Metagenome,Environmental,Terrestrial,Peat,Soil,Mire,Peat soil,,,,,384588018,530878
2390,,*Microbiome,Permanent Draft,"Peatland microbial communities from Stordalen Mire, Sweden","Peat soil microbial communities from Stordalen Mire, Sweden - 718 S2 20-24",DOE Joint Genome Institute  (JGI),3300048775,Environmental,Terrestrial,Soil,Peat,Mire,"Peatland microbial communities from Stordalen Mire, Sweden",,,,,,,,,Illumina NovaSeq S4,Level 1: Standard Draft,Complete,Metagenome,Environmental,Terrestrial,Peat,Soil,Mire,Peat soil,,,,,420980813,570241
2391,,*Microbiome,Permanent Draft,"Peatland microbial communities from Stordalen Mire, Sweden","Peat soil microbial communities from Stordalen Mire, Sweden - 718 S2 30-34",DOE Joint Genome Institute  (JGI),3300048776,Environmental,Terrestrial,Soil,Peat,Mire,"Peatland microbial communities from Stordalen Mire, Sweden",,,,,,,,,Illumina NovaSeq S4,Level 1: Standard Draft,Complete,Metagenome,Environmental,Terrestrial,Peat,Soil,Mire,Peat soil,,,,,318873646,419998
2392,,*Microbiome,Permanent Draft,"Peatland microbial communities from Stordalen Mire, Sweden","Peat soil microbial communities from Stordalen Mire, Sweden - 718 S2 50-54",DOE Joint Genome Institute  (JGI),3300048777,Environmental,Terrestrial,Soil,Peat,Mire,"Peatland microbial communities from Stordalen Mire, Sweden",,,,,,,,,Illumina NovaSeq S4,Level 1: Standard Draft,Complete,Metagenome,Environmental,Terrestrial,Peat,Soil,Mire,Peat soil,,,,,307380597,403248
2393,,*Microbiome,Permanent Draft,"Peatland microbial communities from Stordalen Mire, Sweden","Peat soil microbial communities from Stordalen Mire, Sweden - 718 S2 60-64",DOE Joint Genome Institute  (JGI),3300048778,Environmental,Terrestrial,Soil,Peat,Mire,"Peatland microbial communities from Stordalen Mire, Sweden",,,,,,,,,Illumina NovaSeq S4,Level 1: Standard Draft,Complete,Metagenome,Environmental,Terrestrial,Peat,Soil,Mire,Peat soil,,,,,278920978,369400
2394,,*Microbiome,Permanent Draft,"Peatland microbial communities from Stordalen Mire, Sweden","Peat soil microbial communities from Stordalen Mire, Sweden - 718 S3 30-34",DOE Joint Genome Institute  (JGI),3300048780,Environmental,Terrestrial,Soil,Peat,Mire,"Peatland microbial communities from Stordalen Mire, Sweden",,,,,,,,,Illumina NovaSeq S4,Level 1: Standard Draft,Complete,Metagenome,Environmental,Terrestrial,Peat,Soil,Mire,Peat soil,,,,,491033965,648440
2395,,*Microbiome,Finished,"Euxinic sediment microbial communities from Lake Cadagno, Ticino, Switzerland","Euxinic sediment microbial communities from Lake Cadagno, Ticino, Switzerland - SOL_1_40",Functional Genomics Center Zurich,3300048782,Environmental,Aquatic,Freshwater,Lake,Sediment,"Euxinic sediment microbial communities from Lake Cadagno, Ticino, Switzerland",,,,,,,,,Illumina NovaSeq,Level 6: Finished,Complete,Metagenome,Environmental,Aquatic,Lake,Freshwater,Sediment,Euxinic sediment,,,,,2589673558,8411355
2396,,*Microbiome,Permanent Draft,"Peatland microbial communities from Stordalen Mire, Sweden","Peat soil microbial communities from Stordalen Mire, Sweden - 718 E1 20-24",DOE Joint Genome Institute  (JGI),3300048786,Environmental,Terrestrial,Soil,Peat,Mire,"Peatland microbial communities from Stordalen Mire, Sweden",,,,,,,,,Illumina NovaSeq S4,Level 1: Standard Draft,Complete,Metagenome,Environmental,Terrestrial,Peat,Soil,Mire,Peat soil,,,,,478241769,762532
2397,,*Microbiome,Permanent Draft,"Peatland microbial communities from Stordalen Mire, Sweden","Peat soil microbial communities from Stordalen Mire, Sweden - 718 E2 1-5",DOE Joint Genome Institute  (JGI),3300048787,Environmental,Terrestrial,Soil,Peat,Mire,"Peatland microbial communities from Stordalen Mire, Sweden",,,,,,,,,Illumina NovaSeq S4,Level 1: Standard Draft,Complete,Metagenome,Environmental,Terrestrial,Peat,Soil,Mire,Peat soil,,,,,186717943,326161
2398,,*Microbiome,Permanent Draft,"Peatland microbial communities from Stordalen Mire, Sweden","Peat soil microbial communities from Stordalen Mire, Sweden - 718 E2 10-14",DOE Joint Genome Institute  (JGI),3300048788,Environmental,Terrestrial,Soil,Peat,Mire,"Peatland microbial communities from Stordalen Mire, Sweden",,,,,,,,,Illumina NovaSeq S4,Level 1: Standard Draft,Complete,Metagenome,Environmental,Terrestrial,Peat,Soil,Mire,Peat soil,,,,,303533280,480347
2399,,*Microbiome,Permanent Draft,"Peatland microbial communities from Stordalen Mire, Sweden","Peat soil microbial communities from Stordalen Mire, Sweden - 718 AvC-F1(2) 1-5",DOE Joint Genome Institute  (JGI),3300048805,Environmental,Terrestrial,Soil,Peat,Mire,"Peatland microbial communities from Stordalen Mire, Sweden",,,,,,,,,Illumina NovaSeq S4,Level 1: Standard Draft,Complete,Metagenome,Environmental,Terrestrial,Peat,Soil,Mire,Peat soil,,,,,323941493,546748
2400,,*Microbiome,Permanent Draft,"Peatland microbial communities from Stordalen Mire, Sweden","Peat soil microbial communities from Stordalen Mire, Sweden - 718 AvC-F1(2) 10-14",DOE Joint Genome Institute  (JGI),3300048806,Environmental,Terrestrial,Soil,Peat,Mire,"Peatland microbial communities from Stordalen Mire, Sweden",,,,,,,,,Illumina NovaSeq S4,Level 1: Standard Draft,Complete,Metagenome,Environmental,Terrestrial,Peat,Soil,Mire,Peat soil,,,,,518337665,818188
2401,,*Microbiome,Permanent Draft,"Peatland microbial communities from Stordalen Mire, Sweden","Peat soil microbial communities from Stordalen Mire, Sweden - 719 S1 10-14",DOE Joint Genome Institute  (JGI),3300048820,Environmental,Terrestrial,Soil,Peat,Mire,"Peatland microbial communities from Stordalen Mire, Sweden",,,,,,,,,Illumina NovaSeq S4,Level 1: Standard Draft,Complete,Metagenome,Environmental,Terrestrial,Peat,Soil,Mire,Peat soil,,,,,547951952,741802
2402,,*Microbiome,Permanent Draft,"Peatland microbial communities from Stordalen Mire, Sweden","Peat soil microbial communities from Stordalen Mire, Sweden - 719 S2 20-24",DOE Joint Genome Institute  (JGI),3300048824,Environmental,Terrestrial,Soil,Peat,Mire,"Peatland microbial communities from Stordalen Mire, Sweden",,,,,,,,,Illumina NovaSeq S4,Level 1: Standard Draft,Complete,Metagenome,Environmental,Terrestrial,Peat,Soil,Mire,Peat soil,,,,,531191703,697153
2403,,*Microbiome,Permanent Draft,"Peatland microbial communities from Stordalen Mire, Sweden","Peat soil microbial communities from Stordalen Mire, Sweden - 719 S2 30-34",DOE Joint Genome Institute  (JGI),3300048825,Environmental,Terrestrial,Soil,Peat,Mire,"Peatland microbial communities from Stordalen Mire, Sweden",,,,,,,,,Illumina NovaSeq S4,Level 1: Standard Draft,Complete,Metagenome,Environmental,Terrestrial,Peat,Soil,Mire,Peat soil,,,,,480555950,635415
2404,,*Microbiome,Permanent Draft,"Peatland microbial communities from Stordalen Mire, Sweden","Peat soil microbial communities from Stordalen Mire, Sweden - 719 S3 10-14",DOE Joint Genome Institute  (JGI),3300048826,Environmental,Terrestrial,Soil,Peat,Mire,"Peatland microbial communities from Stordalen Mire, Sweden",,,,,,,,,Illumina NovaSeq S4,Level 1: Standard Draft,Complete,Metagenome,Environmental,Terrestrial,Peat,Soil,Mire,Peat soil,,,,,530670639,709539
2405,,*Microbiome,Permanent Draft,"Peatland microbial communities from Stordalen Mire, Sweden","Peat soil microbial communities from Stordalen Mire, Sweden - 719 S3 20-24",DOE Joint Genome Institute  (JGI),3300048827,Environmental,Terrestrial,Soil,Peat,Mire,"Peatland microbial communities from Stordalen Mire, Sweden",,,,,,,,,Illumina NovaSeq S4,Level 1: Standard Draft,Complete,Metagenome,Environmental,Terrestrial,Peat,Soil,Mire,Peat soil,,,,,606113244,805442
2406,,*Microbiome,Permanent Draft,"Sediment microbial communities from freshwater and brackish wetlands in California and Colorado, USA","Sediment microbial communities from freshwater Prado Wetlands in Corona, California, USA - ZJ_Prado_199",DOE Joint Genome Institute  (JGI),3300048831,Environmental,Aquatic,Freshwater,Wetlands,Sediment,"Sediment microbial communities from freshwater and brackish wetlands in California and Colorado, USA",,,,,,,,,Illumina NovaSeq S4,Level 1: Standard Draft,Complete,Metagenome,Environmental,Aquatic,Wetlands,Freshwater,Sediment,Sediment,,,,,754210676,1234270
2407,,*Microbiome,Permanent Draft,"Sediment microbial communities from freshwater and brackish wetlands in California and Colorado, USA","Sediment microbial communities from freshwater Prado Wetlands in Corona, California, USA - ZJ_Prado_202",DOE Joint Genome Institute  (JGI),3300048832,Environmental,Aquatic,Freshwater,Wetlands,Sediment,"Sediment microbial communities from freshwater and brackish wetlands in California and Colorado, USA",,,,,,,,,Illumina NovaSeq S4,Level 1: Standard Draft,Complete,Metagenome,Environmental,Aquatic,Wetlands,Freshwater,Sediment,Sediment,,,,,1330319308,2173351
2408,,*Microbiome,Permanent Draft,"Sediment microbial communities from freshwater and brackish wetlands in California and Colorado, USA","Sediment microbial communities from brackish wetlands in San Jose, California, USA - ROC7_1",DOE Joint Genome Institute  (JGI),3300048835,Environmental,Aquatic,Marine,Intertidal zone,Salt marsh sediment,"Sediment microbial communities from freshwater and brackish wetlands in California and Colorado, USA",,,,,,,,,Illumina NovaSeq S4,Level 1: Standard Draft,Complete,Metagenome,Environmental,Aquatic,Intertidal zone,Marine,Salt marsh sediment,Sediment,,,,,2110580578,2988578
2409,,*Microbiome,Permanent Draft,"Sediment microbial communities from freshwater and brackish wetlands in California and Colorado, USA","Sediment microbial communities from brackish wetlands in San Jose, California, USA - ROC9_1",DOE Joint Genome Institute  (JGI),3300048837,Environmental,Aquatic,Marine,Intertidal zone,Salt marsh sediment,"Sediment microbial communities from freshwater and brackish wetlands in California and Colorado, USA",,,,,,,,,Illumina NovaSeq S4,Level 1: Standard Draft,Complete,Metagenome,Environmental,Aquatic,Intertidal zone,Marine,Salt marsh sediment,Sediment,,,,,2852433616,4008090
2410,,*Microbiome,Permanent Draft,"Sediment microbial communities from freshwater and brackish wetlands in California and Colorado, USA","Sediment microbial communities from brackish wetlands in San Jose, California, USA - ROC13_1",DOE Joint Genome Institute  (JGI),3300048838,Environmental,Aquatic,Marine,Intertidal zone,Salt marsh sediment,"Sediment microbial communities from freshwater and brackish wetlands in California and Colorado, USA",,,,,,,,,Illumina NovaSeq S4,Level 1: Standard Draft,Complete,Metagenome,Environmental,Aquatic,Intertidal zone,Marine,Salt marsh sediment,Sediment,,,,,2038258334,2934996
2411,,*Microbiome,Permanent Draft,"Sediment microbial communities from freshwater and brackish wetlands in California and Colorado, USA","Sediment microbial communities from brackish wetlands in San Jose, California, USA - ROC14_1",DOE Joint Genome Institute  (JGI),3300048839,Environmental,Aquatic,Marine,Intertidal zone,Salt marsh sediment,"Sediment microbial communities from freshwater and brackish wetlands in California and Colorado, USA",,,,,,,,,Illumina NovaSeq S4,Level 1: Standard Draft,Complete,Metagenome,Environmental,Aquatic,Intertidal zone,Marine,Salt marsh sediment,Sediment,,,,,2161808563,3161669
2412,,*Microbiome,Permanent Draft,"Woodchip biofilm microbial communities from lab scale and field WBRs in New York, USA","Woodchip biofilm microbial communities from lab scale WBR in Cornell University, Ithaca, NY, USA - rep1_cs_p2_w0",DOE Joint Genome Institute  (JGI),3300049436,Engineered,Bioreactor,Denitrification,Woodchip Bioreactor (WBR),Woodchip biofilm,"Woodchip biofilm microbial communities from lab scale and field WBRs in New York, USA",,,,,,,,,Illumina NovaSeq S4,Level 1: Standard Draft,Complete,Metagenome,Engineered,Bioreactor,Woodchip Bioreactor (WBR),Denitrification,Woodchip biofilm,Woodchip biofilm,,,,,1245430986,2467333
2413,,*Microbiome,Permanent Draft,"Woodchip biofilm microbial communities from lab scale and field WBRs in New York, USA","Woodchip biofilm microbial communities from lab scale WBR in Cornell University, Ithaca, NY, USA - rep3_cs_p2_w0",DOE Joint Genome Institute  (JGI),3300049437,Engineered,Bioreactor,Denitrification,Woodchip Bioreactor (WBR),Woodchip biofilm,"Woodchip biofilm microbial communities from lab scale and field WBRs in New York, USA",,,,,,,,,Illumina NovaSeq S4,Level 1: Standard Draft,Complete,Metagenome,Engineered,Bioreactor,Woodchip Bioreactor (WBR),Denitrification,Woodchip biofilm,Woodchip biofilm,,,,,2069594703,4143452
2414,,*Microbiome,Permanent Draft,Freshwater microbial communities from rivers from various locations all over the world,"River sediment microbial communities from Wisconsin, USA - blackearthcreek_2019_sed_WHONDRS-S19S_0061",DOE Joint Genome Institute  (JGI),3300049478,Environmental,Aquatic,Freshwater,River,Sediment,Freshwater microbial communities from rivers from various locations all over the world,,,,,,,,,Illumina NovaSeq S4,Level 1: Standard Draft,Complete,Metagenome,Environmental,Aquatic,River,Freshwater,Sediment,River sediment,,,,,801711920,1602088
2415,,*Microbiome,Permanent Draft,Freshwater microbial communities from rivers from various locations all over the world,"River sediment microbial communities from Newbury, Massachusetts, USA - cartcreek_2019_sed_WHONDRS-S19S_0073",DOE Joint Genome Institute  (JGI),3300049484,Environmental,Aquatic,Freshwater,River,Sediment,Freshwater microbial communities from rivers from various locations all over the world,,,,,,,,,Illumina NovaSeq S4,Level 1: Standard Draft,Complete,Metagenome,Environmental,Aquatic,River,Freshwater,Sediment,River sediment,,,,,432498568,1058531
2416,,*Microbiome,Permanent Draft,Freshwater microbial communities from rivers from various locations all over the world,"River sediment microbial communities from Utah, USA - logan2_2019_sed_WHONDRS-S19S_0098",DOE Joint Genome Institute  (JGI),3300049487,Environmental,Aquatic,Freshwater,River,Sediment,Freshwater microbial communities from rivers from various locations all over the world,,,,,,,,,Illumina NovaSeq S4,Level 1: Standard Draft,Complete,Metagenome,Environmental,Aquatic,River,Freshwater,Sediment,River sediment,,,,,577221313,1264581
2417,,*Microbiome,Permanent Draft,"Peatland microbial communities from Stordalen Mire, Sweden","Lake sediment microbial communities from Stordalen Mire, Sweden - 2017 MH01_25cm",DOE Joint Genome Institute  (JGI),3300049560,Environmental,Aquatic,Freshwater,Lake,Sediment,"Peatland microbial communities from Stordalen Mire, Sweden",,,,,,,,,Illumina NovaSeq S4,Level 1: Standard Draft,Complete,Metagenome,Environmental,Aquatic,Lake,Freshwater,Sediment,Lake sediment,,,,,170105320,301598
2418,,*Microbiome,Permanent Draft,"Peatland microbial communities from Stordalen Mire, Sweden","Lake sediment microbial communities from Stordalen Mire, Sweden - 2018 MH01_30cm",DOE Joint Genome Institute  (JGI),3300049561,Environmental,Aquatic,Freshwater,Lake,Sediment,"Peatland microbial communities from Stordalen Mire, Sweden",,,,,,,,,Illumina NovaSeq S4,Level 1: Standard Draft,Complete,Metagenome,Environmental,Aquatic,Lake,Freshwater,Sediment,Lake sediment,,,,,153275247,254876
2419,,*Microbiome,Finished,"Euxinic sediment microbial communities from Lake Cadagno, Ticino, Switzerland","Euxinic sediment microbial communities from Lake Cadagno, Ticino, Switzerland - SOL_3_70 Resubmission",Functional Genomics Center Zurich,3300049616,Environmental,Aquatic,Freshwater,Lake,Sediment,"Euxinic sediment microbial communities from Lake Cadagno, Ticino, Switzerland",,,,,,,,,Illumina NovaSeq,Level 6: Finished,Complete,Metagenome,Environmental,Aquatic,Lake,Freshwater,Sediment,Euxinic sediment,,,,,789551339,2291334
2420,,*Microbiome,Permanent Draft,"Mesophilic digester sludge microbial communities from Bavarian biogas plants, Germany","Mesophilic digester sludge microbial communities from biogas plant in Geslau, Bavaria, Germany - PB25_MG_240817",DOE Joint Genome Institute  (JGI),3300049638,Engineered,Bioreactor,Anaerobic,Sludge,Unclassified,"Mesophilic digester sludge microbial communities from Bavarian biogas plants, Germany",,,,,,,,,Illumina NovaSeq S4,Level 1: Standard Draft,Complete,Metagenome,Engineered,Bioreactor,Sludge,Anaerobic,Unclassified,Mesophilic digester sludge,,,,,679994292,1106307
2421,,*Microbiome,Permanent Draft,"Mesophilic digester sludge microbial communities from Bavarian biogas plants, Germany","Mesophilic digester sludge microbial communities from biogas plant in Geslau, Bavaria, Germany - PB25_MG_200917",DOE Joint Genome Institute  (JGI),3300049639,Engineered,Bioreactor,Anaerobic,Sludge,Unclassified,"Mesophilic digester sludge microbial communities from Bavarian biogas plants, Germany",,,,,,,,,Illumina NovaSeq S4,Level 1: Standard Draft,Complete,Metagenome,Engineered,Bioreactor,Sludge,Anaerobic,Unclassified,Mesophilic digester sludge,,,,,369709039,613522
2422,,*Microbiome,Permanent Draft,"Mesophilic digester sludge microbial communities from Bavarian biogas plants, Germany","Mesophilic digester sludge microbial communities from biogas plant in Geslau, Bavaria, Germany - PB25_MG_260218",DOE Joint Genome Institute  (JGI),3300049640,Engineered,Bioreactor,Anaerobic,Sludge,Unclassified,"Mesophilic digester sludge microbial communities from Bavarian biogas plants, Germany",,,,,,,,,Illumina NovaSeq S4,Level 1: Standard Draft,Complete,Metagenome,Engineered,Bioreactor,Sludge,Anaerobic,Unclassified,Mesophilic digester sludge,,,,,781296960,1240989
2423,,*Microbiome,Permanent Draft,"Mesophilic digester sludge microbial communities from Bavarian biogas plants, Germany","Mesophilic digester sludge microbial communities from biogas plant in Geslau, Bavaria, Germany - PB25_MG_220318",DOE Joint Genome Institute  (JGI),3300049641,Engineered,Bioreactor,Anaerobic,Sludge,Unclassified,"Mesophilic digester sludge microbial communities from Bavarian biogas plants, Germany",,,,,,,,,Illumina NovaSeq S4,Level 1: Standard Draft,Complete,Metagenome,Engineered,Bioreactor,Sludge,Anaerobic,Unclassified,Mesophilic digester sludge,,,,,571104602,908684
2424,,*Microbiome,Permanent Draft,"Mesophilic digester sludge microbial communities from Bavarian biogas plants, Germany","Mesophilic digester sludge microbial communities from biogas plant in Geslau, Bavaria, Germany - PB25_MG_050418",DOE Joint Genome Institute  (JGI),3300049642,Engineered,Bioreactor,Anaerobic,Sludge,Unclassified,"Mesophilic digester sludge microbial communities from Bavarian biogas plants, Germany",,,,,,,,,Illumina NovaSeq S4,Level 1: Standard Draft,Complete,Metagenome,Engineered,Bioreactor,Sludge,Anaerobic,Unclassified,Mesophilic digester sludge,,,,,554204014,902097
2425,,*Microbiome,Permanent Draft,"Mesophilic digester sludge microbial communities from Bavarian biogas plants, Germany","Mesophilic digester sludge microbial communities from biogas plant in Geslau, Bavaria, Germany - PB25_MG_150518",DOE Joint Genome Institute  (JGI),3300049643,Engineered,Bioreactor,Anaerobic,Sludge,Unclassified,"Mesophilic digester sludge microbial communities from Bavarian biogas plants, Germany",,,,,,,,,Illumina NovaSeq S4,Level 1: Standard Draft,Complete,Metagenome,Engineered,Bioreactor,Sludge,Anaerobic,Unclassified,Mesophilic digester sludge,,,,,562658057,929622
2426,,*Microbiome,Permanent Draft,"Mesophilic digester sludge microbial communities from Bavarian biogas plants, Germany","Mesophilic digester sludge microbial communities from biogas plant in Geslau, Bavaria, Germany - PB25_MG_030718",DOE Joint Genome Institute  (JGI),3300049644,Engineered,Bioreactor,Anaerobic,Sludge,Unclassified,"Mesophilic digester sludge microbial communities from Bavarian biogas plants, Germany",,,,,,,,,Illumina NovaSeq S4,Level 1: Standard Draft,Complete,Metagenome,Engineered,Bioreactor,Sludge,Anaerobic,Unclassified,Mesophilic digester sludge,,,,,557425344,920572
2427,,*Microbiome,Permanent Draft,"Mesophilic digester sludge microbial communities from Bavarian biogas plants, Germany","Mesophilic digester sludge microbial communities from biogas plant in Geslau, Bavaria, Germany - PB25_MG_210818",DOE Joint Genome Institute  (JGI),3300049645,Engineered,Bioreactor,Anaerobic,Sludge,Unclassified,"Mesophilic digester sludge microbial communities from Bavarian biogas plants, Germany",,,,,,,,,Illumina NovaSeq S4,Level 1: Standard Draft,Complete,Metagenome,Engineered,Bioreactor,Sludge,Anaerobic,Unclassified,Mesophilic digester sludge,,,,,570838173,944263
2428,,*Microbiome,Permanent Draft,"Mesophilic digester sludge microbial communities from Bavarian biogas plants, Germany","Mesophilic digester sludge microbial communities from biogas plant in Weichs, Bavaria, Germany - PB8_MG_290118",DOE Joint Genome Institute  (JGI),3300049646,Engineered,Bioreactor,Anaerobic,Sludge,Unclassified,"Mesophilic digester sludge microbial communities from Bavarian biogas plants, Germany",,,,,,,,,Illumina NovaSeq S4,Level 1: Standard Draft,Complete,Metagenome,Engineered,Bioreactor,Sludge,Anaerobic,Unclassified,Mesophilic digester sludge,,,,,528948640,844625
